prof_id,course_id_1
19,2
73,5
7,8
7,7
7,6
98,9
7,9
93,9
91,9
100,9
84,9
99,9
101,9
77,1
62,12
16,15
16,16
108,2
77,51
7,73
94,83
94,86
94,108
93,74
93,75
93,76
93,78
93,77
85,5
79,5
23,91
23,68
23,67
23,63
23,6
23,59
94,117
24,126
49,131
1415,136
94,143
45,144
49,145
23,157
23,155
23,158
23,168
23,164
23,162
23,163
23,171
23,45
23,55
23,57
23,44
23,48
23,169
23,46
23,54
24,205
24,206
24,207
24,208
24,209
45,211
45,212
45,213
1876,213
94,216
77,198
108,221
27,223
27,224
1876,227
15,228
2125,213
2125,212
45,23
2125,23
27,85
38,231
16,233
2255,15
2255,234
11,238
1552,226
1552,227
1570,239
1570,24
11,241
1570,241
65,247
103,248
80,249
90,251
90,252
90,253
1876,265
1876,267
1876,268
28,274
1876,275
1876,276
1876,277
1876,278
1876,279
1876,28
1876,281
1876,282
1876,284
1876,286
1876,287
58,289
58,288
58,29
1876,291
2749,269
2749,27
2749,271
2579,198
2579,197
2765,251
2765,252
2765,253
2564,26
2564,259
2564,261
2774,293
2810,264
50,295
1632,94
104,298
3003,199
89,311
88,312
88,313
31,314
25,311
17,311
29,311
1552,328
45,337
40,337
1415,339
1397,341
1397,342
3461,382
3461,384
3461,386
23,385
3495,243
3495,244
89,395
17,395
25,395
29,395
21,394
3461,397
1557,398
1557,4
67,41
86,41
3670,311
67,411
67,416
3706,398
1397,417
1397,418
100,42
93,42
3344,422
23,428
3298,255
3298,256
3298,258
34,437
3521,439
1557,441
72,445
100,447
98,447
31,45
1792,447
2341,447
2053,447
918,447
1886,447
93,447
93,388
7,452
3908,439
91,455
16,458
3582,458
16,459
21,459
1034,459
4024,459
2255,459
3582,459
4024,16
16,462
3582,462
103,464
16,465
16,466
4024,466
16,467
16,468
95,468
1557,468
1415,469
16,471
16,472
16,473
16,229
16,476
4024,476
16,479
80,483
100,484
91,484
49,486
49,505
23,593
55,94
1816,94
55,87
1723,87
1816,87
94,612
23,611
23,598
23,599
23,69
23,618
23,61
23,609
23,607
23,604
3006,624
109,628
985,628
16,632
109,635
109,636
33,636
985,636
34,637
16,639
4133,641
16,642
16,644
16,646
16,647
1557,656
4148,659
3003,664
3003,666
4145,668
3997,668
4132,559
4132,56
4132,561
4132,504
4132,551
68,517
68,523
68,55
68,554
2774,516
1433,544
1433,555
1433,487
1433,528
1433,579
2346,515
2346,521
2346,582
2346,577
2346,578
2278,511
2278,52
2278,538
70,557
70,552
70,501
70,507
4128,49
4128,502
4128,508
4128,531
4131,489
4131,529
4131,563
4131,488
63,535
63,54
63,572
63,589
63,583
1557,118
3003,679
93,688
93,703
93,705
93,706
93,707
4131,72
100,707
100,688
100,703
100,706
70,641
4128,641
4132,641
16,713
4145,673
4146,673
31,716
23,717
24,72
4145,728
34,48
34,683
34,69
65,734
65,735
65,736
77,737
15,738
3569,238
3569,74
3003,748
3003,75
3003,751
3003,752
3003,753
3003,754
3003,755
105,756
3997,673
3915,284
72,284
3915,287
72,287
3915,282
72,282
3915,285
72,285
3915,286
72,286
31,768
108,769
1557,772
4146,668
105,773
1557,777
105,78
38,783
38,784
38,785
38,786
38,787
38,788
1397,792
4145,793
3997,793
4146,793
2125,211
1834,216
1552,144
4146,728
77,796
27,141
27,801
105,803
1397,807
3006,817
3006,818
4229,819
4229,821
4229,822
1876,823
4229,823
100,705
95,16
95,15
95,462
108,826
25,829
45,267
45,265
4794,499
24,835
1834,219
1834,218
40,218
58,218
3580,218
1835,218
104,847
41,851
3461,852
3006,853
33,672
4145,672
34,684
16,854
34,695
34,692
34,685
34,693
2255,854
1557,854
87,857
78,81
78,815
78,791
3148,849
41,858
100,859
87,861
74,864
41,866
100,867
3461,868
57,866
3997,672
25,876
103,228
89,879
1557,88
5240,882
5240,883
5413,886
50,888
5240,889
100,891
45,258
93,867
93,859
93,891
67,893
907,9
100,907
4133,908
23,909
4133,91
4108,901
16,911
93,455
93,907
1876,913
45,913
4133,914
4133,915
1876,918
3298,918
4108,919
5279,919
4133,919
5410,92
3298,257
3521,925
93,926
4145,928
4146,928
3913,447
109,929
4133,719
100,926
45,935
5240,937
5560,938
907,94
80,943
80,944
5719,51
1835,945
2810,946
1557,113
23,152
23,948
3857,939
23,951
23,953
23,96
5279,93
84,963
1876,964
1552,964
47,964
3858,967
16,47
16,974
4024,974
21,47
95,47
42,975
42,976
42,977
25,979
16,981
87,982
16,983
5768,982
23,984
16,986
4246,8
5768,989
100,991
93,991
2328,783
2328,786
2328,785
2328,784
73,919
3857,101
3857,1011
5806,356
5807,919
3857,352
2346,355
1632,359
1570,357
3569,358
105,1015
109,1016
109,1017
109,1018
5240,1019
1557,1021
1557,1022
1557,1025
1557,1026
3003,1033
105,1034
1876,144
4003,211
1876,835
45,291
1876,257
45,256
1876,256
1876,255
1876,253
45,253
45,276
45,268
1876,252
45,252
1876,269
45,269
1876,288
45,288
45,823
1876,211
45,208
1876,208
1876,14
1876,328
45,328
1876,337
45,284
45,278
45,27
1876,266
1876,261
45,261
45,226
1876,226
1876,209
45,209
1876,206
45,206
1876,445
45,445
45,287
45,282
45,277
1876,274
1876,207
45,207
45,275
1876,251
45,251
45,227
1876,212
1876,126
45,126
1876,29
45,29
45,286
45,285
45,281
45,28
45,279
1876,26
45,26
1876,259
45,259
1876,258
1876,205
45,205
45,964
1876,738
45,738
45,72
1876,72
1876,254
45,254
1876,23
1876,85
11,1051
53,1057
53,106
53,1061
33,1071
3997,1071
4145,1071
33,1077
4145,1077
4133,1028
33,1092
5852,1093
5852,1094
5852,1098
5852,1099
2739,276
2739,275
2739,277
65,1106
1876,1108
90,1108
2765,1108
5891,1092
3298,254
3569,1051
4169,1113
4169,1114
4169,1092
4169,1116
83,1117
33,1116
5891,1114
33,1114
83,1118
5891,1116
2221,112
5891,1113
33,1113
5890,265
5890,266
104,1132
104,1134
50,1135
988,47
1876,114
6149,114
78,1141
45,114
1876,1142
6149,1142
45,1142
3298,1142
1876,1144
6149,1144
45,1144
5972,945
5972,225
3582,981
3934,1146
2749,1147
3934,1148
78,1143
4793,1149
4169,1151
78,1151
2774,1153
83,1154
3970,1157
3555,1157
4393,1157
3425,1157
2255,983
5890,835
25,1159
34,1161
41,1162
41,1163
84,1166
6299,214
6299,247
6299,225
4068,864
100,117
93,117
33,1172
2823,1172
914,1172
5331,1172
33,1173
2823,1173
914,1173
5331,1173
33,1174
1841,1174
5331,1174
914,1174
33,1175
1841,1175
5331,1175
914,1175
33,1176
495,1176
5331,1176
914,1176
33,1178
2882,1178
5331,1178
914,1178
33,118
2199,118
914,118
5331,118
6367,1182
45,1185
27,1185
6367,1187
108,1184
33,1188
33,1189
1712,1189
914,1189
5331,1189
1712,1188
914,1188
5331,1188
6332,1192
3908,1192
6332,1193
6332,1194
6332,1195
6332,1196
6332,1197
6332,1198
3908,1196
3908,1195
3908,1194
3908,1193
3908,1197
3908,1198
2810,262
5806,352
5806,363
5806,364
5806,354
5806,361
1557,951
16,1207
1876,1208
3298,1208
5806,359
3461,1211
3461,1212
3461,1213
4132,1222
6333,1222
4010,1223
6243,1223
109,1224
985,1224
23,1225
6500,1229
6494,541
1816,562
55,562
1816,558
55,58
1816,58
83,123
4010,1235
6243,1235
3934,1236
6459,1237
1557,1238
5756,1239
80,124
6367,1242
4145,1243
6509,1244
5756,1245
6512,1247
4145,125
914,125
4146,125
914,1243
4146,1243
4145,1251
914,1251
4146,1251
4145,1252
5331,1252
4146,1252
4145,1253
5331,1253
4146,1253
4145,1254
5331,1254
4146,1254
4145,1255
3997,1255
4146,1255
4145,1256
4146,1256
4145,1257
4146,1257
4145,1259
4146,1259
6367,1273
6367,1274
6367,1275
16,1277
2255,1277
4024,1277
21,1277
1034,1277
3582,1277
988,1277
988,459
16,1278
988,1278
16,128
4145,1281
4146,1281
21,128
93,1282
100,1282
93,1287
100,1287
67,1294
86,1294
2894,1294
16,98
16,394
1557,1297
16,1298
16,1299
4108,1231
3003,1301
3003,1302
16,1305
21,479
1557,1306
1557,1307
3659,1307
1557,1309
4131,1309
1557,131
4394,131
3706,777
1557,1311
4394,1238
4394,118
1557,1312
1557,1313
1557,1314
23,1315
104,1316
104,1317
1557,1318
3857,132
3857,1323
3003,1325
3003,1327
3003,1328
44,13
23,1337
23,1338
23,1339
5683,1346
5683,1347
93,1289
100,1289
93,1288
100,1288
1031,59
5683,1355
5683,1356
1723,1352
55,1352
1816,1352
23,1357
6623,136
5683,1361
3369,1356
3369,1355
3369,1347
63,1362
55,1362
1816,1362
5736,928
4145,1363
4145,1364
4146,1363
3997,1364
4146,1364
3003,1366
108,1367
6459,1369
6654,137
89,1373
25,1373
5663,1346
77,1375
5852,1377
33,138
5891,138
33,1381
5891,1381
33,1382
5891,1382
33,1383
5891,1383
33,1384
5891,1384
33,1385
5891,1385
33,1393
1808,1393
33,1394
1808,1394
33,1395
1808,1395
5683,1401
5683,1402
3369,1401
50,1407
50,1408
49,1408
5852,1412
1632,1414
1355,1414
55,1414
1816,1414
5797,352
74,1416
74,1417
74,1418
5641,686
34,686
1632,1422
55,1422
1816,1422
89,1425
51,1425
2125,291
33,1436
5331,1436
33,1437
5331,1437
33,1438
5331,1438
3344,1439
2773,1418
2773,1417
3495,1444
2773,1416
1415,1445
5684,386
5240,386
33,1448
914,1448
33,1449
914,1449
5768,861
4132,111
4132,1451
6333,1451
44,1326
4145,146
4146,146
6591,1462
44,1472
44,1473
44,133
85,1474
3003,1479
50,148
4793,1481
4169,1482
7540,1425
7551,1484
4247,499
4803,1495
4803,1496
7606,1482
7606,1483
74,1499
3495,1499
4208,15
5972,1462
33,1503
4145,1503
3997,1503
4208,1491
4208,149
5641,1392
85,139
7696,1391
5530,1511
2802,1511
3934,1513
5756,1513
33,1514
4505,1514
33,1515
4505,1515
33,1516
2882,1516
33,1517
2882,1517
33,1518
4523,1518
33,1519
4523,1519
33,152
2823,152
33,1521
2823,1521
33,1522
5163,1522
33,1523
5163,1523
4169,1525
914,1523
5331,1523
914,1522
5331,1522
914,1521
5331,1521
914,152
5331,152
914,1519
5331,1519
914,1518
5331,1518
914,1517
5331,1517
914,1516
5331,1516
914,1515
5331,1515
914,1514
5331,1514
4169,1526
33,1527
16,153
16,1532
4024,1532
907,1034
6697,1533
105,1535
33,1538
4803,1539
47,267
7840,1527
33,1542
7840,1542
33,1543
7840,1543
47,213
6494,1458
84,1547
50,1551
50,1553
70,1552
4133,1552
6333,1552
100,1556
93,1556
6333,1557
4132,1557
5890,1208
50,1559
4793,1562
1557,401
93,1563
100,1563
6623,83
33,1566
5891,1566
3908,1565
7843,919
55,1558
1816,1558
109,158
6487,1582
4145,1585
4145,1586
4146,1586
5331,1586
4146,1585
5331,1585
4145,1587
4146,1587
5331,1587
4145,1588
4146,1588
3997,1588
4145,1589
4146,1589
914,1589
4145,159
4146,159
914,159
4145,1591
4146,1591
914,1591
4145,1592
4146,1592
4145,1593
4146,1593
4145,1594
4146,1594
4145,1595
4146,1595
3844,1596
6367,16
6367,1601
7229,618
23,1604
7229,1604
1312,69
7892,1595
33,1605
1808,1605
6516,1606
6487,1607
7624,1611
7624,1612
7624,1614
7624,1616
7624,1618
7624,1619
7624,162
7624,1621
1557,1622
4145,1626
110,1294
4146,1626
23,1629
23,174
23,163
23,1631
23,1632
67,1632
1557,1635
1557,1636
1557,1637
1557,1638
1557,1639
1557,182
4145,1642
67,1631
2579,1631
86,1631
33,1643
5891,1643
4169,1643
5891,1644
33,1645
5891,1645
4169,1645
53,1646
4205,1647
67,1647
33,1648
4145,1648
5331,1648
33,1649
4145,1649
5331,1649
33,165
4145,165
5331,165
33,1651
914,1651
4145,1651
33,1652
33,1653
7840,1653
33,1654
7840,1654
33,1655
7840,1655
2739,1508
33,1656
3997,1656
4145,1656
33,1657
33,1658
1808,1658
33,1659
1808,1659
33,166
1808,166
5683,1661
5683,1663
6968,1619
5852,1664
1570,162
5683,1666
3857,1621
1632,1614
7888,1612
7861,1611
33,1644
16,234
5663,1661
5663,1663
7229,1294
4169,1644
33,1668
109,1669
33,1669
21,986
100,1671
100,1672
100,1673
93,1673
93,1672
93,1671
3857,1674
55,5
1816,5
56,1679
949,1294
70,545
4145,1682
4145,1683
4146,1683
4145,1684
4146,1684
4145,1685
5768,82
7885,169
7885,1691
70,1688
5768,857
6487,1694
4146,1685
63,1703
55,1703
1816,1703
108,1704
108,1705
1876,1707
7567,1707
108,1708
6367,171
79,1711
2328,231
8097,1149
8097,1481
21,642
61,1427
61,778
61,774
61,776
61,1718
61,1428
61,1716
61,1717
23,172
33,1721
4771,1721
7840,1721
5552,1722
33,1723
4256,1723
7840,1723
4169,1729
7606,1729
7538,1729
6373,1606
8124,1732
4803,1732
6373,1734
6373,1735
6373,1736
6373,1737
6529,206
34,1738
3164,273
3164,274
33,1739
7840,1739
4293,1739
33,174
7840,174
4728,174
33,1741
7840,1741
4706,1741
33,1742
7840,1742
4446,1742
3569,1743
33,1744
47,268
3006,1678
80,1678
74,1748
5683,1749
5663,1749
56,175
16,1753
50,1754
33,1756
5891,1756
4169,1756
34,1757
44,1758
74,176
33,1761
33,1762
33,1763
8325,1764
6516,1767
6373,1767
6367,1768
4229,1769
5806,162
5806,1619
5806,1618
5806,1616
5806,1614
5806,1612
5806,1611
74,1773
74,1774
25,1775
3148,1525
34,1776
34,1777
74,178
3006,1781
100,1783
3368,1783
8249,1774
8249,1773
8249,1772
7907,1777
7907,1776
7907,1757
33,1785
6087,1785
33,1786
33,1787
5163,1787
33,1788
5163,1788
85,1789
33,179
5762,179
6087,1786
33,1791
5762,1791
33,1792
5940,1792
33,1793
5940,1793
33,1794
1712,1794
33,1795
1712,1795
33,1796
33,1797
6022,1797
6022,1796
33,1799
4523,1799
33,18
4523,18
33,1801
4505,1801
33,1802
4505,1802
3461,1803
3997,159
8376,1612
5331,1651
5331,1802
5331,1801
5331,18
5331,1799
5331,1797
5331,1796
5331,1795
5331,1794
5331,1793
5331,1792
5331,1791
5331,179
5331,1788
5331,1787
5331,1786
5331,1785
33,1805
5948,1805
5331,1805
33,1806
5948,1806
5331,1806
4146,1808
6606,17
4145,1808
6373,1809
7907,1789
7907,1474
7907,1389
7907,1435
7907,1434
7907,1494
7907,1493
7907,1492
7907,1491
7907,149
7907,1392
7907,1391
7907,139
7668,1813
56,1814
6697,1406
4133,933
4133,1798
4557,1294
8096,1294
70,1798
1355,1817
7668,1818
4133,1816
5663,1783
100,1833
4133,1564
6697,1814
6623,1814
16,1834
6531,905
7873,1146
34,1835
4208,1835
33,1018
8442,1814
7540,1836
7540,1837
93,1783
7540,1838
1816,1839
914,1652
87,184
34,1841
7907,1841
7033,1708
2464,859
2406,859
1415,184
3006,1843
3006,1705
5410,184
100,1846
93,1846
1713,859
4803,1847
100,185
3908,185
1552,1783
6149,1783
6606,1852
1816,1853
55,1853
6606,1854
8504,253
8504,252
8504,251
8505,455
8505,1846
8505,185
4146,1855
4145,1855
7892,1855
8504,757
7668,1856
7668,1854
8504,1108
4145,1857
3934,186
4145,1861
4146,1861
21,167
16,167
6367,1863
914,1857
4146,1857
6333,641
6333,1865
5853,1866
6368,1631
50,1867
7229,953
7104,1631
7968,1814
8505,1671
8505,1288
34,1869
4557,1631
100,1879
8505,1879
8505,1876
93,1879
93,1876
4133,188
4145,1881
914,1881
4146,1881
4145,1882
914,1882
4146,1882
4145,1883
5331,1883
4146,1883
4145,1884
5331,1884
4146,1884
4145,1888
7892,1888
4146,1888
4145,1889
7892,1889
4146,1889
4145,189
7892,189
4146,189
4145,1891
7892,1891
4146,1891
4145,1892
7892,1892
4146,1892
4145,1893
4146,1893
4145,1894
4146,1894
4145,1895
7964,1895
4146,1895
4145,1896
4146,1896
7540,1897
7540,1898
23,1899
7104,1899
33,19
5891,19
4169,19
33,1901
5891,1901
4169,1901
33,1902
5891,1902
4169,1902
33,1903
5891,1903
4169,1903
33,1904
3148,1904
4169,1904
33,1905
4169,1905
33,1906
33,1907
93,1908
8505,1908
100,1908
93,1909
100,1909
8505,1909
93,191
100,191
8505,191
5602,88
4133,1913
16,1914
8552,1631
4024,1299
33,1916
914,1916
4145,1916
33,1917
914,1917
4145,1917
33,1918
5331,1918
4145,1918
33,1919
5331,1919
4145,1919
33,192
33,1921
1808,1921
1557,1921
33,1922
33,1924
7840,1924
33,1925
7840,1925
33,1926
7840,1926
33,1927
7840,1927
33,1928
7840,1928
33,1929
7840,1929
33,193
33,1931
3997,1931
4145,1931
33,1932
3997,1932
4145,1932
2328,177
4237,1798
4237,1138
6333,1138
88,1936
88,1937
78,1938
78,1939
78,194
78,1941
4169,1942
7538,1942
78,1942
41,1945
7538,1945
41,1946
4208,1948
4010,1948
6243,1948
109,629
23,1949
23,195
23,1951
3503,1951
7229,1951
23,1952
100,1433
23,1953
53,1062
67,1895
4169,1955
78,1955
7538,1955
1355,1957
1355,1958
3857,1959
8627,1961
8627,1962
6367,1971
108,1972
4133,1973
4557,1632
108,1974
8325,1765
8325,1975
94,1976
33,1977
5331,1977
4145,1977
1034,646
4010,1978
6299,735
16,1982
21,1982
7885,2001
7885,2002
6333,1248
97,2004
16,2005
4145,2008
4146,2008
34,1711
4169,2011
2221,2011
6494,2012
7886,2012
6299,2015
6591,2015
5972,2015
38,2016
3908,2016
38,2017
3908,2017
38,2018
3908,2018
38,2019
3908,2019
38,202
3908,202
38,2021
3908,2021
27,14
38,2023
3908,2023
5972,214
5972,247
3997,189
93,795
6373,2025
87,878
6945,2026
6945,2027
6945,2028
6945,2029
6945,203
11,2031
87,2032
3569,2031
11,2033
3569,2033
6373,2034
6373,2035
6373,2036
6373,2037
6591,2038
6591,2039
89,204
82,204
6299,2041
5972,2041
3148,1526
3148,2042
34,2043
9116,1015
5891,1905
3298,2044
1876,2044
7556,2015
33,2045
540,2045
7840,2045
33,2046
6650,2046
7840,2046
33,2047
4446,2047
7840,2047
7886,2048
6494,2048
8325,2049
8505,205
52,2051
4793,2051
52,2052
4793,2052
52,2053
4793,2053
52,2054
4793,2054
52,2055
4793,2055
5972,2038
6299,2038
84,2056
7668,2057
7668,2058
7668,2059
52,206
4793,206
28,273
103,2061
28,2061
47,208
33,2063
5331,2063
33,2064
5331,2064
33,2065
5331,2065
33,2066
5331,2066
33,2067
5331,2067
33,2068
5331,2068
33,2069
5331,2069
33,207
5331,207
33,2071
5331,2071
33,2072
5331,2072
33,2073
5948,2073
5331,2073
33,2074
5948,2074
5331,2074
33,2075
5331,2075
33,2076
5331,2076
33,2077
2823,2077
5331,2077
33,2078
5331,2078
2823,2078
4229,2079
4145,208
4146,208
6584,1803
6584,1213
6584,1212
6584,1211
25,2083
44,2085
7668,2087
33,2088
5762,2064
5948,2064
5948,2063
5762,2063
6745,2065
6745,2066
6999,2067
6999,2068
6087,2069
2823,2069
6087,207
2823,207
82,209
1557,59
8505,2091
3908,2091
8505,2092
100,2092
93,2092
6531,2094
375,177
8192,177
2610,2095
2882,2095
3001,2095
3590,2096
2082,2096
3379,2096
109,2098
34,2099
5410,878
8462,2099
8450,21
5663,21
3908,21
985,2098
317,2101
1707,2101
5127,2101
3940,2102
1672,859
3064,859
100,2105
93,2105
5855,2104
3521,2104
58,2106
87,2107
1876,211
2564,211
1876,2109
58,2109
9768,2094
7892,928
9776,1909
9776,1879
4024,647
8012,1526
8012,1525
8012,2042
4108,1722
104,2113
9769,219
9769,216
1557,2115
108,2116
9444,2116
3461,2117
9769,2117
6584,2117
5736,668
23,2118
7696,2119
7907,2119
7907,212
7696,212
7907,2121
7907,2122
1723,1558
9776,1908
16,2123
6428,2126
8505,2127
93,2127
100,2127
9776,2127
8505,2128
93,2128
9776,2128
9769,83
6606,2129
8514,2129
6606,213
7668,213
6606,2131
6487,2131
23,2133
87,2134
87,2135
2474,2135
3418,2135
3515,2135
88,192
88,1922
9799,2138
16,2139
21,2139
16,214
4145,2143
914,2143
4146,2143
16,2145
21,2145
988,2145
1876,2146
6367,2149
6531,2116
109,215
985,215
9829,214
8325,2155
5972,2156
9827,2128
1557,2157
8505,2158
8505,2159
8505,2153
93,2159
9776,2159
100,2159
93,2158
100,2158
9776,2158
93,2153
100,2153
9776,2153
5410,2161
8505,2162
93,2162
9776,2162
100,2162
9833,2163
8449,2166
4145,2171
4146,2171
914,2171
4145,2172
4146,2172
914,2172
4145,2173
4146,2173
5331,2173
4145,2174
4146,2174
5331,2174
4145,2179
4146,2179
7892,2179
4145,218
4146,218
7892,218
4145,2181
4146,2181
7892,2181
4145,2182
4146,2182
7892,2182
4145,2183
4146,2183
7892,2183
4145,2184
4146,2184
7892,2184
4145,2185
4146,2185
7892,2185
4145,2186
4146,2186
4145,2187
4146,2187
4145,2189
4146,2189
7964,2189
67,2189
4145,219
4146,219
4145,2191
4146,2191
914,2191
4145,2192
4146,2192
5331,2192
4145,2193
3997,2193
4146,2193
4145,2194
4146,2194
4145,2195
4793,2195
4146,2195
4145,2197
7892,2197
4146,2197
6373,2199
3164,2061
33,22
33,2201
8505,2202
9827,2202
9776,2202
4024,2005
33,2204
4169,2204
33,2205
4169,2205
33,2206
5891,2206
4169,2206
33,2207
5891,2207
4169,2207
33,2208
5891,2208
4169,2208
4793,2182
47,226
32,1026
33,2213
7840,2213
33,2214
7840,2214
33,2215
7840,2215
33,2216
7840,2216
33,2217
7840,2217
33,2218
7840,2218
56,1712
33,222
4145,222
5331,222
33,2221
4145,2221
5331,2221
33,2222
4145,2222
5331,2222
33,2223
33,2224
4734,2225
33,2227
4145,2227
